#time[s] ax ay az[m/s^2] temperature[C] gx gy gz[rad/s] magx magy magz[T]
0.111	9.2296473999	2.85867678223	-0.873883605957	26.8794117647	0.4760352227	-0.364120980588	0.533324656163	5.7e-06	-8.7e-06	-2.31e-05
0.121	9.25837781982	2.89698400879	-0.933738647461	26.9264705882	-0.0430336907171	-0.306964778366	0.553176111014	3e-06	-7.8e-06	-2.4e-05
0.131	9.21528218994	2.93050283203	-0.900219824219	26.9264705882	0.00599540582746	-0.0207840735352	0.00266462481221	3.3e-06	-7.5e-06	-2.31e-05
0.141	9.19612857666	2.94726224365	-0.852335791016	27.0205882353	0.0065283307899	-0.0202511485728	0.0145222052265	4.5e-06	-8.1e-06	-2.37e-05
0.151	9.17697496338	2.90656081543	-0.902614025879	26.9264705882	0.00306431853404	-0.018785604926	0.023581929588	4.8e-06	-6e-06	-2.4e-05
0.161	9.2057053833	2.87304199219	-0.876277807617	26.9264705882	-0.000799387443662	-0.0179862174824	0.0325084227089	4.8e-06	-7.8e-06	-2.34e-05
0.171	9.21288798828	2.89937821045	-0.857124194336	27.0205882353	-0.00399693721831	-0.015721286392	0.0419678407922	5.4e-06	-6.6e-06	-2.28e-05
0.181	9.16021555176	2.81079274902	-0.871489404297	27.1147058824	-0.00333078101526	-0.0162542113545	0.0390367534988	4.2e-06	-6e-06	-2.28e-05
0.191	9.2176763916	2.85867678223	-0.845153186035	27.0205882353	-0.00373047473709	-0.0174532925199	0.0297105666561	5.1e-06	-7.5e-06	-2.25e-05
0.201	9.2057053833	2.85628258057	-0.811634362793	27.1147058824	0.00319754977465	-0.0210505360164	0.0174532925199	4.2e-06	-7.2e-06	-2.28e-05
0.21	9.193734375	2.80839854736	-0.866701000977	27.1147058824	0.00732771823356	-0.0202511485728	0.00439663094014	4.5e-06	-7.5e-06	-2.25e-05
0.221	9.19612857666	2.88501300049	-0.818816967773	27.1147058824	0.010258805527	-0.0227825421444	0.00119908116549	6e-06	-7.2e-06	-2.34e-05
0.231	9.17697496338	2.88261879883	-0.845153186035	27.1147058824	0.00972588056455	-0.0218499234601	0.00293108729343	4.8e-06	-9e-06	-2.22e-05
0.241	9.14106193848	2.91374342041	-0.878672009277	27.1147058824	0.007860643196	-0.0222496171819	0.00279785605282	4.2e-06	-8.4e-06	-2.34e-05
0.25	9.1338793335	2.90895501709	-0.837970581055	27.1147058824	0.00679479327112	-0.0186523736854	0.010258805527	3e-06	-8.4e-06	-2.28e-05
0.261	9.22246479492	2.91374342041	-0.881066210937	27.1147058824	0.00466309342136	-0.0134563553016	0.0215834609789	3.3e-06	-8.1e-06	-2.31e-05
0.271	9.16739815674	2.91613762207	-0.828393774414	27.1147058824	0.00106584992488	-0.015721286392	0.0295773354155	5.1e-06	-8.7e-06	-2.31e-05
0.28	9.18415756836	2.92571442871	-0.852335791016	27.1147058824	-0.0038637059777	-0.0169203675575	0.0374379786115	3.3e-06	-7.5e-06	-2.31e-05
0.29	9.22246479492	2.90416661377	-0.871489404297	27.2088235294	-0.00293108729343	-0.0127901990986	0.0365053599272	3.9e-06	-8.1e-06	-2.25e-05
0.301	9.18894597168	2.87304199219	-0.866701000977	27.2088235294	0.00173200612793	-0.0173200612793	0.0305099540997	5.7e-06	-7.5e-06	-2.31e-05
0.311	9.22485899658	2.87304199219	-0.876277807617	27.2088235294	0.00679479327112	-0.0175865237606	0.0178529862418	3.9e-06	-8.1e-06	-2.37e-05
0.32	9.14824454346	2.79163913574	-0.816422766113	27.3029411765	0.0051960183838	-0.0226493109037	0.00826033691784	4.5e-06	-7.5e-06	-2.25e-05
0.33	9.23443580322	2.85628258057	-0.92416184082	27.2088235294	0.00599540582746	-0.0222496171819	-0.00013323124061	5.1e-06	-7.5e-06	-2.31e-05
0.34	9.13148513184	2.87064779053	-0.818816967773	27.1147058824	0.00692802451173	-0.0218499234601	0.00186523736854	3.9e-06	-8.1e-06	-2.25e-05
0.351	9.15542714844	2.94486804199	-0.816422766113	27.3029411765	0.00879326188028	-0.0207840735352	0.00572894334624	4.5e-06	-8.7e-06	-2.31e-05
0.36	9.13148513184	2.88740720215	-0.881066210937	27.2088235294	0.00572894334624	-0.0161209801138	0.01092496173	4.5e-06	-8.1e-06	-2.37e-05
0.37	9.23443580322	2.88740720215	-0.91458503418	27.3029411765	0.00466309342136	-0.0155880551514	0.0234486983474	5.1e-06	-6.3e-06	-2.31e-05
0.38	9.15542714844	2.89698400879	-0.845153186035	27.2088235294	-0.000532924962441	-0.0190520674073	0.0319754977465	4.2e-06	-7.8e-06	-2.34e-05
0.391	9.19612857666	2.84431157227	-0.785298144531	27.2088235294	-0.00186523736854	-0.0170535987981	0.033840735115	5.4e-06	-8.4e-06	-2.34e-05
0.4	9.2296473999	2.87783039551	-0.835576379395	27.3029411765	-0.00173200612793	-0.0161209801138	0.0263797856408	4.8e-06	-7.8e-06	-2.34e-05
0.41	9.17458076172	2.86107098389	-0.787692346191	27.3029411765	0.000932618684272	-0.0185191424448	0.0243813170317	4.8e-06	-7.8e-06	-2.28e-05
0.42	9.20331118164	2.91613762207	-0.847547387695	27.3029411765	0.00492955590258	-0.0182526799636	0.0170535987981	4.8e-06	-6e-06	-2.34e-05
0.431	9.15063874512	2.89219560547	-0.849941589355	27.3029411765	0.00612863706807	-0.0242480857911	0.0130566615798	6e-06	-6.6e-06	-2.22e-05
0.44	9.17218656006	2.85149417725	-0.957680664062	27.3029411765	0.00492955590258	-0.0190520674073	0.00679479327112	4.8e-06	-7.2e-06	-2.22e-05
